sentence1,sentence2,similarity_score,split
Les ratons laveurs mangent.,Un homme est en train de manger.,1.5,train
Quelqu'un est tombé d'un cheval.,Un homme est descendu d'un cheval.,3.5,train
Une femme épluche une pomme.,Un homme fait des wheelies sur une moto.,0.0,train
Un homme suit des cours de mathématiques.,Un homme est en train de rincer un steak.,0.0,train
Les animaux jouent dans l'eau.,Deux hommes jouent au ping-pong.,0.0,train
Un homme monte à cheval et saute par-dessus des obstacles.,Un homme donne un coup de pied dans un ballon de foot.,0.3330000042915344,train
Une personne fait des tours de crayon avec sa main.,Une personne coupe des carottes en deux.,0.3330000042915344,train
La personne a mis le feu aux caméras.,Une personne fait exploser des caméras.,3.3329999446868896,train
L'homme est en train de découper la bande de la boîte.,Un homme est en train d'ouvrir une boîte.,4.333000183105469,train
Un homme est en train de pêcher dans la rivière.,Un homme chante en marchant sur le trottoir.,0.800000011920929,train
Un homme est à vélo.,Une femme danse dans la rue.,0.20000000298023224,train
Un homme fait des pompes.,Une femme est en train de couper un poulpe.,0.0,train
Un homme joue de la guitare.,Une femme découpe du porc.,0.0,train
Le petit garçon chante et joue de la guitare.,Un bébé joue de la guitare.,2.799999952316284,train
Une femme se poudre le visage.,La femme tapote des doigts sur la table.,0.800000011920929,train
Une femme épluche une pomme de terre.,Un lion se promène.,0.0,train
Une femme tire au fusil.,Un homme effectue des cascades.,0.25,train
Une femme met une guirlande sur les épaules d'un homme.,Un homme verse de l'eau sur la tête d'un pilote.,0.5,train
Une vieille femme serre la main d'un homme.,Un homme et une femme se serrent la main.,3.75,train
La femme fait du ski nautique.,Une femme fait du wake board sur un lac.,1.75,train
Les arbres se courbent dans la tempête.,Les arbres sont frappés par des vents très violents.,2.6670000553131104,train
Un homme et une femme sont à bord d'une voiture.,Une femme fait frire des crevettes.,0.4000000059604645,train
Un homme déplace une branche d'arbre.,La femme joue du violon.,0.0,train
Un homme joue du piano.,Une femme joue du violon.,1.0,train
Une personne verse de l'huile sur une poêle.,Une personne coupe un oignon en dés.,0.800000011920929,train
L'animal est en train de manger.,Une femme est en train de danser.,0.0,train
La femme promène son chien.,Une femme promène son chien dans la rue.,4.0,train
Un groupe de personnes chante.,Certaines personnes chantent.,5.0,train
Le chat boit du lait.,Un chat est en train de lécher une soucoupe de lait.,4.400000095367432,train
Une fille fait de la paupière.,Une femme applique de l'ombre à paupières.,2.0,train
Deux hommes se battent.,Deux hommes se battent en utilisant une forme d'art martial.,2.799999952316284,train
L'officier militaire a aboyé sur les recrues.,Un officier parle aux recrues.,2.5,train
L'homme met du poulet dans le conteneur.,Un homme met de la nourriture dans une boîte.,2.5,train
Un homme est en train d'attacher une machine de sténographie.,l'homme a utilisé une sténographie.,2.25,train
Une femme ajoute des pâtes dans un pot d'eau.,Une femme fait des nouilles.,3.5999999046325684,train
"Une femme est allongée sur une couverture, sur un rocher, et lit un livre.",Une femme assise chante une chanson et joue aussi de la guitare.,1.2000000476837158,train
Deux chiots jouent l'un avec l'autre.,Certains hommes jouent au football.,0.20000000298023224,train
Un homme court dans un champ.,Un homme grimpe sur une corde.,1.0,train
Un homme embrasse quelqu'un.,Un homme prend une photo.,0.4000000059604645,train
Quelqu'un verse des ingrédients dans une marmite.,Un homme met des légumes dans un pot.,2.799999952316284,train
Un couple marche.,Certains hommes sont en train de scier.,0.0,train
Une personne joue de la guitare.,L'homme jouait de la guitare.,3.0,train
Une personne ajoute de la nourriture dans une casserole.,Une femme met du riz dans une casserole.,3.0,train
Un groupe de pingouins est en train de marcher.,Une grande quantité de pingouins se dirigent vers l'océan.,2.799999952316284,train
Un homme joue de la guitare.,Quelqu'un s'occupe d'un petit pain.,0.0,train
Un chien saute sur un trampoline.,Un garçon joue de la guitare.,0.0,train
Un homme secoue un récipient au-dessus d'un évier de cuisine.,Un homme est en train de vider un conteneur en plastique.,2.200000047683716,train
Un homme marche avec un cheval.,Un homme mène un cheval par son licol.,3.75,train
Le papier est coupé avec des ciseaux.,Un morceau de papier est en train d'être découpé.,4.0,train
Une personne épluche des crevettes.,La dame a épluché les crevettes.,3.5,train
Un homme joue de la guitare.,Un homme essaie de lire le journal.,0.800000011920929,train
Un homme qui fait un lit dans un hôtel.,Un homme tient un animal.,0.800000011920929,train
Le chien a tiré la queue puis la jambe.,Un singe a tiré une queue de chien.,1.75,train
Une femme bat deux œufs dans un bol.,Une personne mélange les ingrédients dans un bol.,3.0,train
Un homme saute à la corde à l'extérieur.,Une femme est en train de couper un concombre.,0.0,train
Une personne coupe des oignons.,Un hamster chante.,0.0,train
Une femme tient un kangourou.,Un homme en chapeau chante une chanson.,0.0,train
Des joueurs de football tapent dans le but avec un ballon de foot.,Un joueur de football marque un but.,3.799999952316284,train
Une femme est en train de cuisiner quelque chose.,Une femme verse des ingrédients dans une poêle à frire.,3.200000047683716,train
Une femme se baigne dans la plage.,Une femme éclabousse les vagues de l'océan.,3.200000047683716,train
Un homme porte un autre homme.,Un homme asperge un autre homme avec de l'eau provenant d'un tuyau.,0.800000011920929,train
La femme met de la pâte dans un plat.,Une femme tire une sorte de gluant dans un bol.,1.5,train
Un homme se tient debout et parle d'un T-shirt You Tube gris.,Un homme montre un t-shirt.,2.75,train
Quelqu'un verse de l'huile d'olive dans un bol de quartiers de tomates.,L'homme a versé de l'huile sur les tranches de tomate.,3.75,train
Un homme joue de la guitare.,L'homme jouait de la guitare avec un ami.,3.200000047683716,train
Quelqu'un fait bouillir du gombo dans une marmite.,Quelqu'un verse de l'huile d'olive dans un bol de quartiers de tomates.,0.800000011920929,train
Une personne est en train d'éplucher une pomme de terre.,Un chat est en train de lécher une petite bouteille.,0.0,train
Un chat saute dans une boîte.,Un jeune homme parle à une feuille.,0.0,train
La femme assaisonne l'huile.,Une femme verse des ingrédients dans un bol.,1.399999976158142,train
Un chat se glisse à l'envers sous un canapé.,Un chat rampe sous un meuble sur son dos.,3.200000047683716,train
Une femme danse pendant qu'un homme joue du clavier.,Une femme danse sur une scène.,2.200000047683716,train
Un chef de cuisine est en train de nettoyer un bol de soupe.,Un homme essuie le bord d'un bol.,2.5329999923706055,train
Une explosion est en plein essor dans le désert.,Une arme nucléaire explose dans un désert.,3.4000000953674316,train
Une femme coupe un citron.,Un homme parle dans un microphone.,0.0,train
Un homme en surpoids saute à la corde.,Un jeune homme est en train de danser.,0.800000011920929,train
La dame a cassé deux œufs crus.,La femme est en train de casser des œufs dans un bol.,3.200000047683716,train
Un homme aiguise un crayon à l'aide d'un couteau.,Une femme danse sous la pluie.,0.0,train
Les jouets en plastique flottent dans l'eau.,Les dames exécutent une danse.,0.0,train
La tortue a suivi le poisson.,Une tortue de mer est à la recherche de poissons.,3.0,train
La femme est en train de dessiner au crayon sur un fard à paupières.,La fille utilise un crayon pour les yeux sur sa paupière.,2.799999952316284,train
Un homme est en train de lacer sa chaussure.,Un chien est monté sur les épaules d'un cycliste.,0.0,train
Une femme coupe de la viande avec un couteau.,Un homme étale de la pâte.,0.4169999957084656,train
Un chien court sur le sol.,Une fille se tape les ongles des doigts.,0.0,train
Un homme caresse un chien attaché.,Un homme montre son chien à la caméra.,1.0,train
Une femme se promène sur un terrain découvert avec un chien de compagnie alors que d'autres chiens les suivent.,Un homme se promène avec plusieurs chiens.,2.0,train
Une femme est en train de hacher de l'ail.,Une personne est en train de nettoyer un disque.,0.0,train
Deux équipes jouent au football.,Différentes équipes jouent au football sur un terrain.,2.5,train
Une créature ressemblant à un rat est en train de renifler.,Un animal marche sur le sol.,2.0,train
Deux sonneurs de Sumo s'affrontent.,Un homme chevauche un jouet aquatique dans l'eau.,0.0,train
Un homme est allongé sur le sol et vise un fusil.,Un homme étend du beurre sur une tortilla.,0.0,train
Un couple court vers l'océan.,"Un homme et une femme courent ensemble, se tenant la main.",2.818000078201294,train
Une femme est en train de couper un œuf dur.,Une personne coupe un œuf bouilli en morceaux.,3.5329999923706055,train
Deux robots se partagent un baiser.,Un robot mâle et un robot femelle s'embrassent.,3.799999952316284,train
Un chat essaie de toucher un chien.,Le chat a taquiné le chien en lui touchant la tête.,3.25,train
Le rhinocéros a brouté l'herbe.,Un rhinocéros paît dans un champ.,4.0,train
L'homme conduisait sa petite voiture rouge dans la circulation.,Le chien a couru dans l'eau à la plage.,0.0,train
Un homme coupe le pain.,Un homme fait des tours avec un ballon de foot.,1.0,train
Un chat frappe rapidement un enfant à la tête.,Un chat et un garçon jouent ensemble.,2.5999999046325684,train
Un chat joue dans une boîte.,Le chien joue avec le nettoyant pour sols.,1.399999976158142,train
Le couple a dansé dans l'église.,Quelques danses lentes.,3.200000047683716,train
Un homme tapote un alligator sur la bouche.,Une personne jette des légumes hachés dans une marmite sur le feu.,0.0,train
Une personne vérifie un peu de riz au lait.,Un cheval court.,0.0,train
Une femme remue deux œufs dans un bol en verre.,Une jeune fille chante sur une scène.,0.0,train
L'homme joue de la batterie.,Un homme verse du nettoyant dans son évier.,0.0,train
Un homme est en train de couper un poivron.,Une personne coupe un gros poivron vert en morceaux.,3.799999952316284,train
Une femme parle en langue des signes.,Une femme épice des fruits de mer.,0.6430000066757202,train
Un garçon rampe dans une niche pour chien.,Un chat joue sur le sol.,0.0,train
La fille a fait voler son cerf-volant pendant qu'elle montait une colline.,Une fille perd son cerf-volant.,2.25,train
Une femme place de la nourriture dans un pot d'eau chaude.,Une femme fait frire de la viande.,1.25,train
Un petit singe marche dans l'eau.,Un singe patauge dans un marais.,3.4000000953674316,train
Un homme est à vélo.,Un panda est en train de manger.,0.0,train
Un jeune homme chante et joue du piano.,L'homme écrit une lettre.,0.20000000298023224,train
Un garçon enlève ses lunettes de soleil.,Un garçon crie.,0.5,train
Une fille joue du piano.,Un garçon fait des pompes.,0.0,train
La dame a coupé une tomate.,Quelqu'un est en train de couper une tomate.,4.0,train
Quelqu'un tient un hérisson.,Un oignon est en train d'être tranché.,0.0,train
Une femme épluche une pomme de terre.,Une femme fait griller des ananas.,1.0,train
Un chat boit de l'eau.,Un camion descend une colline.,0.0,train
Une personne met du sel et du poivre sur un morceau de porc.,Un jeune est assis sur un piano.,0.0,train
L'homme était assis sur sa chaise et regardait fixement.,La petite fille met ses cheveux dans une queue de cheval.,0.0,train
Une femme coupe une pomme de terre en dés.,Une femme coupe le tofu en petits morceaux.,1.7999999523162842,train
Un bébé rampe joyeusement.,Un bébé a éternué et a effrayé un autre bébé.,1.2000000476837158,train
Une personne fait frire une viande dans la poêle.,Un homme est en train de couper un légume.,0.6000000238418579,train
Un homme regarde par la fenêtre.,Une femme nage dans l'eau.,0.25,train
Un homme assis joue de la guitare.,Un homme joue de la guitare acoustique et chante dans un micro.,3.25,train
Une femme coupe un oignon avec un couteau.,Un homme est en train de préparer un plat.,1.25,train
Une cavalière court et saute sur son cheval.,Une femme saute des haies sur un cheval.,4.0,train
Un garçon joue au clavier.,Un garçon est assis dans une pièce et joue du piano à la lumière d'une lampe.,3.25,train
Deux hommes se battent.,L'homme fait de l'exercice.,0.75,train
